ID	Longitud	Latitud	Region_Homogenea	Departamento	Municipio	Correlacion_Pearson	Correlacion_Spearman	Hit-Skill-Score	k-2AFC-Score	k-2AFC-Categorical	k-2AFC-Continuous	ROC-above	ROC-below
14436	-70.475	4.925	Orinoquia oriental	VICHADA	SANTA ROSALÍA	0.43	0.39	5.81	63.9	61.93	66.83	0.72	0.65
14437	-70.425	4.925	Orinoquia oriental	VICHADA	SANTA ROSALÍA	0.42	0.38	12.79	63.23	64.05	66.83	0.72	0.65
14438	-70.375	4.925	Orinoquia oriental	VICHADA	SANTA ROSALÍA	0.42	0.37	16.28	62.79	64.72	67.64	0.74	0.65
14439	-70.325	4.925	Orinoquia oriental	VICHADA	SANTA ROSALÍA	0.41	0.36	16.28	62.35	62.74	66.23	0.75	0.61
14440	-70.275	4.925	Orinoquia oriental	VICHADA	SANTA ROSALÍA	0.4	0.35	5.81	62.24	60.73	65.2	0.7	0.64
14441	-70.225	4.925	Orinoquia oriental	VICHADA	SANTA ROSALÍA	0.4	0.35	2.33	62.02	60.49	64.88	0.69	0.64
14442	-70.175	4.925	Orinoquia oriental	VICHADA	LA PRIMAVERA	0.39	0.34	5.81	62.35	60.23	63.64	0.69	0.61
14443	-70.125	4.925	Orinoquia oriental	VICHADA	LA PRIMAVERA	0.4	0.37	12.79	62.9	62.85	67.64	0.75	0.64
14444	-70.075	4.925	Orinoquia oriental	VICHADA	LA PRIMAVERA	0.37	0.36	2.33	62.79	61.36	62.18	0.66	0.63
14445	-70.025	4.925	Orinoquia oriental	VICHADA	CUMARIBO	0.37	0.35	-2.33	62.02	61.56	61.56	0.66	0.61
14446	-69.975	4.925	Orinoquia oriental	VICHADA	CUMARIBO	0.44	0.4	9.3	64.45	67.32	69.27	0.75	0.7
14447	-69.925	4.925	Orinoquia oriental	VICHADA	CUMARIBO	0.44	0.42	9.3	64.78	66.5	67.65	0.71	0.7
14448	-69.875	4.925	Orinoquia oriental	VICHADA	CUMARIBO	0.45	0.42	2.33	64.89	67.71	67.05	0.7	0.7
14449	-69.825	4.925	Orinoquia oriental	VICHADA	CUMARIBO	0.45	0.39	2.33	64.12	65.77	66.99	0.7	0.69
14450	-69.775	4.925	Orinoquia oriental	VICHADA	LA PRIMAVERA	0.46	0.43	5.81	65.56	64.05	66.99	0.7	0.69
14451	-69.725	4.925	Orinoquia oriental	VICHADA	LA PRIMAVERA	0.45	0.44	5.81	65.34	66.18	67.16	0.71	0.69
14452	-69.675	4.925	Orinoquia oriental	VICHADA	CUMARIBO	0.45	0.44	2.33	65.67	65.77	66.99	0.7	0.69
14453	-69.625	4.925	Orinoquia oriental	VICHADA	LA PRIMAVERA	0.49	0.47	2.33	67.11	64.06	65.46	0.7	0.65
14454	-69.575	4.925	Orinoquia oriental	VICHADA	LA PRIMAVERA	0.52	0.49	16.28	67.77	71.91	70.18	0.71	0.77
14455	-69.525	4.925	Orinoquia oriental	VICHADA	CUMARIBO	0.49	0.46	23.26	66.45	70	69.76	0.73	0.71
14456	-69.475	4.925	Orinoquia oriental	VICHADA	CUMARIBO	0.5	0.48	30.23	67.22	72.72	71.17	0.73	0.74
14457	-69.425	4.925	Orinoquia oriental	VICHADA	CUMARIBO	0.47	0.46	26.74	66.22	66.8	70.29	0.72	0.72
14458	-69.375	4.925	Orinoquia oriental	VICHADA	CUMARIBO	0.45	0.44	26.74	65.23	68.99	70.29	0.73	0.72
14459	-69.325	4.925	Orinoquia oriental	VICHADA	CUMARIBO	0.44	0.44	23.26	65.12	68.29	68.46	0.69	0.72
14460	-69.275	4.925	Orinoquia oriental	VICHADA	CUMARIBO	0.47	0.45	30.23	65.89	70.49	71.71	0.76	0.72
14461	-69.225	4.925	Orinoquia oriental	VICHADA	CUMARIBO	0.47	0.47	30.23	66.56	70.49	71.54	0.75	0.72
14462	-69.175	4.925	Orinoquia oriental	VICHADA	CUMARIBO	0.43	0.43	23.26	64.89	70.34	69.61	0.72	0.71
14463	-69.125	4.925	Orinoquia oriental	VICHADA	CUMARIBO	0.42	0.42	23.26	64.45	68.22	69.77	0.72	0.71
14464	-69.075	4.925	Orinoquia oriental	VICHADA	CUMARIBO	0.4	0.38	23.26	62.9	66.1	68.29	0.7	0.71
14465	-69.025	4.925	Orinoquia oriental	VICHADA	CUMARIBO	0.42	0.42	23.26	64.67	66.1	67.8	0.69	0.71
14466	-68.975	4.925	Orinoquia oriental	VICHADA	CUMARIBO	0.43	0.42	16.28	64.45	66.12	70.2	0.72	0.73
14467	-68.925	4.925	Orinoquia oriental	VICHADA	CUMARIBO	0.45	0.46	19.77	66.22	66.37	72.15	0.76	0.74
14468	-68.875	4.925	Orinoquia oriental	VICHADA	CUMARIBO	0.47	0.44	16.28	65.23	64.31	69.59	0.74	0.7
14469	-68.825	4.925	Orinoquia oriental	VICHADA	CUMARIBO	0.46	0.44	16.28	65.34	66.8	69.48	0.73	0.71
14470	-68.775	4.925	Orinoquia oriental	VICHADA	CUMARIBO	0.46	0.43	12.79	65.01	66.31	69.48	0.73	0.71
14471	-68.725	4.925	Orinoquia oriental	VICHADA	CUMARIBO	0.46	0.41	16.28	64.45	66.12	70.85	0.73	0.73
14472	-68.675	4.925	Orinoquia oriental	VICHADA	CUMARIBO	0.49	0.46	19.77	66.22	67.89	69.76	0.69	0.75
14473	-68.625	4.925	Orinoquia oriental	VICHADA	CUMARIBO	0.48	0.45	19.77	65.67	68.83	70.45	0.7	0.75
14474	-68.575	4.925	Orinoquia oriental	VICHADA	CUMARIBO	0.49	0.47	19.77	66.11	67.53	70.62	0.69	0.77
14475	-68.525	4.925	Orinoquia oriental	VICHADA	CUMARIBO	0.48	0.47	30.23	66.11	70.45	74.51	0.76	0.77
14476	-68.475	4.925	Orinoquia oriental	VICHADA	CUMARIBO	0.47	0.46	23.26	65.89	67.48	71.22	0.73	0.73
14477	-68.425	4.925	Orinoquia oriental	VICHADA	CUMARIBO	0.48	0.48	23.26	66.67	66.07	69.32	0.71	0.71
14478	-68.375	4.925	Orinoquia oriental	VICHADA	CUMARIBO	0.5	0.49	30.23	67.44	68.26	70.78	0.74	0.71
14479	-68.325	4.925	Orinoquia oriental	VICHADA	CUMARIBO	0.51	0.51	37.21	67.88	70.13	75.49	0.8	0.75
14480	-68.275	4.925	Orinoquia oriental	VICHADA	CUMARIBO	0.52	0.54	33.72	68.88	71.25	75.57	0.8	0.76
14481	-68.225	4.925	Orinoquia oriental	VICHADA	CUMARIBO	0.51	0.49	26.74	67.33	68.99	69.32	0.71	0.72
14482	-68.175	4.925	Orinoquia oriental	VICHADA	CUMARIBO	0.5	0.51	30.23	67.44	70.62	71.92	0.76	0.72
14483	-68.125	4.925	Orinoquia oriental	VICHADA	CUMARIBO	0.47	0.49	19.77	66.78	68.4	71.34	0.73	0.74
14484	-68.075	4.925	Orinoquia oriental	VICHADA	CUMARIBO	0.46	0.47	9.3	66.45	66.34	68.29	0.71	0.7
14485	-68.025	4.925	Orinoquia oriental	VICHADA	CUMARIBO	0.46	0.47	12.79	65.78	67.37	68.99	0.7	0.72
14486	-67.975	4.925	Orinoquia oriental	VICHADA	CUMARIBO	0.45	0.45	9.3	65.56	63.47	67.53	0.71	0.69
14487	-67.925	4.925	Orinoquia oriental	VICHADA	CUMARIBO	0.45	0.45	9.3	65.23	65.58	67.53	0.71	0.69
14488	-67.875	4.925	Orinoquia oriental	VICHADA	CUMARIBO	0.44	0.45	16.28	65.56	67.78	69.81	0.71	0.73
14489	-67.825	4.925	Orinoquia oriental	VICHADA	CUMARIBO	0.41	0.4	16.28	63.79	69.07	70.78	0.66	0.8
14490	-77.375	4.875	Pacífico norte y central	CHOCÓ	BAJO BAUDÓ	0.13	0.19	-2.33	56.92	54.44	56.58	0.59	0.55
14491	-77.325	4.875	Pacífico norte y central	CHOCÓ	BAJO BAUDÓ	0.13	0.21	9.3	57.59	59.09	61.53	0.66	0.61
14492	-77.275	4.875	Pacífico norte y central	CHOCÓ	BAJO BAUDÓ	0.13	0.2	12.79	56.7	56.82	59.58	0.63	0.57
14493	-77.225	4.875	Pacífico norte y central	CHOCÓ	BAJO BAUDÓ	0.14	0.23	9.3	58.47	56.42	60.98	0.64	0.59
14494	-77.175	4.875	Pacífico norte y central	CHOCÓ	BAJO BAUDÓ	0.18	0.24	12.79	58.91	56.82	62.01	0.67	0.59
14495	-77.125	4.875	Pacífico norte y central	CHOCÓ	BAJO BAUDÓ	0.27	0.32	19.77	61.57	58.44	68.67	0.76	0.65
14496	-77.075	4.875	Pacífico norte y central	CHOCÓ	BAJO BAUDÓ	0.3	0.33	19.77	62.57	58.28	66.72	0.76	0.59
14497	-77.025	4.875	Pacífico norte y central	CHOCÓ	BAJO BAUDÓ	0.3	0.33	26.74	63.01	58.6	65.42	0.74	0.59
14498	-76.975	4.875	Pacífico norte y central	CHOCÓ	ISTMINA	0.28	0.33	19.77	62.57	58.44	65.58	0.7	0.65
14499	-76.925	4.875	Pacífico norte y central	CHOCÓ	ISTMINA	0.33	0.35	19.77	63.79	58.13	68.29	0.73	0.66
14500	-76.875	4.875	Pacífico norte y central	CHOCÓ	ISTMINA	0.37	0.37	19.77	63.9	55.93	63.96	0.73	0.57
14501	-76.825	4.875	Pacífico norte y central	CHOCÓ	MEDIO SAN JUAN	0.38	0.37	12.79	63.68	55.7	63.68	0.7	0.59
14502	-76.775	4.875	Pacífico norte y central	CHOCÓ	MEDIO SAN JUAN	0.41	0.38	5.81	63.57	57.65	66.45	0.73	0.65
14503	-76.725	4.875	Pacífico norte y central	CHOCÓ	NÓVITA	0.42	0.38	16.28	63.79	61.48	66.94	0.73	0.64
14504	-76.675	4.875	Pacífico norte y central	CHOCÓ	NÓVITA	0.43	0.4	16.28	63.9	62.95	68.4	0.75	0.66
14505	-76.625	4.875	Pacífico norte y central	CHOCÓ	NÓVITA	0.45	0.39	9.3	64.12	63.97	66.83	0.68	0.69
14506	-76.575	4.875	Risaralda - Saldaña	CHOCÓ	NÓVITA	0.47	0.44	9.3	65.45	62.46	66.45	0.67	0.69
14507	-76.525	4.875	Risaralda - Saldaña	CHOCÓ	NÓVITA	0.47	0.42	19.77	64.45	63.31	69.48	0.67	0.75
14508	-76.475	4.875	Risaralda - Saldaña	CHOCÓ	SAN JOSÉ DEL PALMAR	0.43	0.34	9.3	62.02	63.33	64.39	0.7	0.62
14509	-76.425	4.875	Risaralda - Saldaña	CHOCÓ	SAN JOSÉ DEL PALMAR	0.39	0.31	12.79	61.02	62.91	63.31	0.71	0.59
14510	-76.375	4.875	Risaralda - Saldaña	CHOCÓ	SAN JOSÉ DEL PALMAR	0.37	0.27	12.79	59.58	57.31	56.01	0.62	0.53
14511	-76.325	4.875	Risaralda - Saldaña	CHOCÓ	SAN JOSÉ DEL PALMAR	0.33	0.23	12.79	58.14	61.73	55.05	0.58	0.53
14512	-76.275	4.875	Risaralda - Saldaña	CHOCÓ	SAN JOSÉ DEL PALMAR	0.31	0.21	9.3	57.14	60.18	54.23	0.51	0.57
14513	-76.225	4.875	Risaralda - Saldaña	CHOCÓ	SAN JOSÉ DEL PALMAR	0.31	0.2	23.26	55.48	64.09	56.84	0.54	0.6
14514	-76.175	4.875	Risaralda - Saldaña	CHOCÓ	SAN JOSÉ DEL PALMAR	0.26	0.2	23.26	56.48	65.58	59.74	0.6	0.62
14515	-76.125	4.875	Risaralda - Saldaña	VALLE DEL CAUCA	EL ÁGUILA	0.29	0.25	23.26	58.69	63.93	63.68	0.64	0.66
14516	-76.075	4.875	Risaralda - Saldaña	VALLE DEL CAUCA	EL ÁGUILA	0.36	0.27	16.28	59.14	62.74	60.06	0.64	0.58
14517	-76.025	4.875	Risaralda - Saldaña	VALLE DEL CAUCA	EL ÁGUILA	0.43	0.31	16.28	60.24	64.72	61.46	0.68	0.58
14518	-75.975	4.875	Risaralda - Saldaña	RISARALDA	BALBOA	0.46	0.3	19.77	59.14	57.14	57.31	0.67	0.51
14519	-75.925	4.875	Risaralda - Saldaña	RISARALDA	BALBOA	0.51	0.36	12.79	61.02	56.17	62.34	0.77	0.53
14520	-75.875	4.875	Risaralda - Saldaña	RISARALDA	PEREIRA	0.49	0.34	9.3	60.47	57.64	60.98	0.66	0.59
14521	-75.825	4.875	Risaralda - Saldaña	RISARALDA	PEREIRA	0.52	0.4	23.26	63.68	64.82	66.12	0.72	0.64
14522	-75.775	4.875	Risaralda - Saldaña	RISARALDA	MARSELLA	0.51	0.4	26.74	63.79	64.71	67.81	0.71	0.68
14523	-75.725	4.875	Risaralda - Saldaña	RISARALDA	PEREIRA	0.43	0.35	16.28	61.35	59.92	61.79	0.65	0.62
14524	-75.675	4.875	Risaralda - Saldaña	RISARALDA	DOSQUEBRADAS	0.41	0.35	5.81	61.79	57.17	60.59	0.66	0.59
14525	-75.625	4.875	Risaralda - Saldaña	RISARALDA	SANTA ROSA DE CABAL	0.39	0.31	9.3	59.91	58.55	58.63	0.61	0.58
14526	-75.575	4.875	Risaralda - Saldaña	RISARALDA	SANTA ROSA DE CABAL	0.32	0.27	12.79	58.25	63.56	59.74	0.67	0.56
14527	-75.525	4.875	Risaralda - Saldaña	RISARALDA	SANTA ROSA DE CABAL	0.26	0.23	5.81	57.14	59.43	54.47	0.59	0.54
14528	-75.475	4.875	Risaralda - Saldaña	RISARALDA	SANTA ROSA DE CABAL	0.23	0.25	2.33	58.47	58.5	59.48	0.68	0.55
14529	-75.425	4.875	Risaralda - Saldaña	CALDAS	VILLAMARÍA	0.2	0.21	12.79	57.14	61.61	57.14	0.62	0.56
14530	-75.375	4.875	Risaralda - Saldaña	CALDAS	VILLAMARÍA	0.23	0.24	16.28	57.92	61.36	58.6	0.61	0.59
14531	-75.325	4.875	Risaralda - Saldaña	CALDAS	VILLAMARÍA	0.27	0.24	12.79	57.36	58.62	58.21	0.61	0.59
14532	-75.275	4.875	Risaralda - Saldaña	TOLIMA	MURILLO	0.31	0.29	9.3	59.14	58.7	58.21	0.6	0.6
14533	-75.225	4.875	Risaralda - Saldaña	TOLIMA	MURILLO	0.35	0.33	12.79	60.58	63.73	61.35	0.65	0.62
14534	-75.175	4.875	Risaralda - Saldaña	TOLIMA	MURILLO	0.31	0.27	19.77	58.25	63.88	59.74	0.61	0.61
14535	-75.125	4.875	Risaralda - Saldaña	TOLIMA	MURILLO	0.27	0.21	9.3	55.7	62.7	57	0.5	0.65
14536	-75.075	4.875	Risaralda - Saldaña	TOLIMA	LÍBANO	0.22	0.18	26.74	55.26	68.51	59.42	0.55	0.67
14537	-75.025	4.875	Risaralda - Saldaña	TOLIMA	LÍBANO	0.19	0.16	19.77	55.37	59.93	54.4	0.53	0.57
14538	-74.975	4.875	Risaralda - Saldaña	TOLIMA	LÍBANO	0.13	0.09	23.26	52.27	60.42	55.86	0.58	0.54
14539	-74.925	4.875	Risaralda - Saldaña	TOLIMA	LÉRIDA	0.05	0.01	16.28	50.5	63.17	49.76	0.6	0.4
14540	-74.875	4.875	Risaralda - Saldaña	TOLIMA	LÉRIDA	-0.02	-0.03	16.28	48.73	59.01	47.24	0.57	0.37
14541	-74.825	4.875	Risaralda - Saldaña	TOLIMA	LÉRIDA	-0.12	-0.09	2.33	47.07	54.55	43.58	0.5	0.37
14542	-74.775	4.875	Sogamoso - Lebrija - altiplano	TOLIMA	AMBALEMA	-0.04	0.02	5.81	51.16	47.24	50.49	0.57	0.45
14543	-74.725	4.875	Sogamoso - Lebrija - altiplano	CUNDINAMARCA	SAN JUAN DE RIOSECO	-0.03	0.05	9.3	51.83	53.65	52.11	0.57	0.49
14544	-74.675	4.875	Sogamoso - Lebrija - altiplano	CUNDINAMARCA	SAN JUAN DE RIOSECO	0.01	0.1	19.77	53.05	62.18	56.82	0.59	0.57
14545	-74.625	4.875	Sogamoso - Lebrija - altiplano	CUNDINAMARCA	SAN JUAN DE RIOSECO	0.04	0.19	5.81	54.93	55.93	61.36	0.6	0.67
14546	-74.575	4.875	Sogamoso - Lebrija - altiplano	CUNDINAMARCA	VIANÍ	0.1	0.24	-9.3	56.92	50.41	61.2	0.56	0.7
14547	-74.525	4.875	Sogamoso - Lebrija - altiplano	CUNDINAMARCA	BITUIMA	0.18	0.32	-9.3	60.58	50.98	61.63	0.54	0.72
14548	-74.475	4.875	Sogamoso - Lebrija - altiplano	CUNDINAMARCA	GUAYABAL DE SÍQUIMA	0.2	0.34	-2.33	60.58	56.57	69.48	0.59	0.85
14549	-74.425	4.875	Sogamoso - Lebrija - altiplano	CUNDINAMARCA	ALBÁN	0.24	0.32	-16.28	60.8	54.72	69.54	0.68	0.76
14550	-74.375	4.875	Sogamoso - Lebrija - altiplano	CUNDINAMARCA	SASAIMA	0.24	0.32	-16.28	60.8	53.73	64.77	0.67	0.68
14551	-74.325	4.875	Sogamoso - Lebrija - altiplano	CUNDINAMARCA	FACATATIVÁ	0.26	0.31	2.33	59.91	54.46	63.64	0.68	0.64
14552	-74.275	4.875	Sogamoso - Lebrija - altiplano	CUNDINAMARCA	EL ROSAL	0.22	0.24	19.77	58.36	58.79	64.01	0.68	0.63
14553	-74.225	4.875	Sogamoso - Lebrija - altiplano	CUNDINAMARCA	EL ROSAL	0.16	0.22	2.33	57.03	55.77	62.11	0.6	0.67
14554	-74.175	4.875	Sogamoso - Lebrija - altiplano	CUNDINAMARCA	SUBACHOQUE	0.14	0.23	-2.33	57.25	55.93	62.66	0.57	0.72
14555	-74.125	4.875	Sogamoso - Lebrija - altiplano	CUNDINAMARCA	TENJO	0.2	0.24	5.81	58.25	54.56	61.4	0.62	0.64
14556	-74.075	4.875	Sogamoso - Lebrija - altiplano	CUNDINAMARCA	CHÍA	0.22	0.27	-23.26	59.69	57.76	61.44	0.56	0.71
14557	-74.025	4.875	Sogamoso - Lebrija - altiplano	CUNDINAMARCA	CHÍA	0.22	0.23	-2.33	58.36	55.76	56.01	0.53	0.6
14558	-73.975	4.875	Sogamoso - Lebrija - altiplano	CUNDINAMARCA	SOPÓ	0.21	0.27	9.3	58.58	64.8	61.3	0.61	0.65
14559	-73.925	4.875	Sogamoso - Lebrija - altiplano	CUNDINAMARCA	GUASCA	0.23	0.3	9.3	60.35	60.57	64.55	0.67	0.66
14560	-73.875	4.875	Sogamoso - Lebrija - altiplano	CUNDINAMARCA	GUASCA	0.26	0.35	23.26	62.46	67.78	68.67	0.71	0.71
14561	-73.825	4.875	Orinoquia occidental	CUNDINAMARCA	GUASCA	0.26	0.24	23.26	58.47	62.18	63.15	0.68	0.61
14562	-73.775	4.875	Orinoquia occidental	CUNDINAMARCA	GUATAVITA	0.26	0.25	16.28	58.8	62.46	62.7	0.62	0.67
14563	-73.725	4.875	Orinoquia occidental	CUNDINAMARCA	GUATAVITA	0.21	0.23	12.79	59.58	58.77	60.88	0.64	0.6
14564	-73.675	4.875	Orinoquia occidental	CUNDINAMARCA	GACHETÁ	0.21	0.23	9.3	59.36	54.55	61.36	0.66	0.59
14565	-73.625	4.875	Orinoquia occidental	CUNDINAMARCA	GACHETÁ	0.21	0.22	12.79	59.14	59.09	60.06	0.65	0.58
14566	-73.575	4.875	Orinoquia occidental	CUNDINAMARCA	GACHETÁ	0.19	0.23	9.3	58.91	57.71	58.12	0.62	0.57
14567	-73.525	4.875	Orinoquia occidental	CUNDINAMARCA	GACHETÁ	0.19	0.22	19.77	58.36	61.36	59.58	0.64	0.58
14568	-73.475	4.875	Orinoquia occidental	CUNDINAMARCA	UBALÁ	0.22	0.24	19.77	58.36	62.25	61.6	0.57	0.67
14569	-73.425	4.875	Orinoquia occidental	CUNDINAMARCA	UBALÁ	0.22	0.22	26.74	58.03	66.72	58.28	0.54	0.63
14570	-73.375	4.875	Orinoquia occidental	BOYACÁ	CHIVOR	0.22	0.21	5.81	58.25	61.36	55.84	0.5	0.63
14571	-73.325	4.875	Orinoquia occidental	BOYACÁ	CHIVOR	0.22	0.21	9.3	57.92	60.47	56.33	0.5	0.63
14572	-73.275	4.875	Orinoquia occidental	BOYACÁ	SANTA MARÍA	0.21	0.21	-2.33	57.81	61.56	58.14	0.5	0.67
14573	-73.225	4.875	Orinoquia occidental	BOYACÁ	SANTA MARÍA	0.16	0.19	5.81	56.92	61.38	58.21	0.47	0.7
14574	-73.175	4.875	Orinoquia occidental	BOYACÁ	SAN LUIS DE GACENO	0.17	0.18	5.81	56.59	57.79	57.31	0.5	0.65
14575	-73.125	4.875	Orinoquia occidental	BOYACÁ	SAN LUIS DE GACENO	0.14	0.13	-9.3	54.71	53.66	53.98	0.44	0.65
14576	-73.075	4.875	Orinoquia occidental	BOYACÁ	SAN LUIS DE GACENO	0.15	0.15	-2.33	54.93	59.09	57.31	0.5	0.65
14577	-73.025	4.875	Orinoquia occidental	CASANARE	SABANALARGA	0.14	0.14	2.33	54.82	60.49	56.1	0.49	0.65
14578	-72.975	4.875	Orinoquia occidental	CASANARE	MONTERREY	0.15	0.13	-2.33	53.49	52.6	55.84	0.5	0.65
14579	-72.925	4.875	Orinoquia occidental	CASANARE	MONTERREY	0.12	0.11	-9.3	53.82	58.05	56.26	0.49	0.65
14580	-72.875	4.875	Orinoquia occidental	CASANARE	MONTERREY	0.12	0.12	-2.33	53.93	61.36	57.31	0.51	0.65
14581	-72.825	4.875	Orinoquia occidental	CASANARE	MONTERREY	0.13	0.14	-2.33	55.04	56.17	56.66	0.54	0.62
14582	-72.775	4.875	Orinoquia occidental	CASANARE	MONTERREY	0.11	0.11	-2.33	54.04	57.95	54.38	0.49	0.61
14583	-72.725	4.875	Orinoquia occidental	CASANARE	TAURAMENA	0.07	0.06	2.33	51.83	57.06	55.03	0.51	0.6
14584	-72.675	4.875	Orinoquia occidental	CASANARE	TAURAMENA	0.04	0.05	-2.33	51.83	57.06	54.71	0.51	0.6
14585	-72.625	4.875	Orinoquia occidental	CASANARE	TAURAMENA	0.07	0.1	-2.33	53.49	52.85	55.37	0.52	0.6
14586	-72.575	4.875	Orinoquia occidental	CASANARE	TAURAMENA	0.15	0.16	-2.33	55.7	55.03	59.58	0.57	0.64
14587	-72.525	4.875	Orinoquia occidental	CASANARE	TAURAMENA	0.18	0.16	2.33	55.37	54.71	58.28	0.58	0.6
14588	-72.475	4.875	Orinoquia occidental	CASANARE	TAURAMENA	0.18	0.16	-9.3	55.48	54.55	59.84	0.58	0.64
14589	-72.425	4.875	Orinoquia occidental	CASANARE	AGUAZUL	0.21	0.18	2.33	56.26	55.53	58.54	0.56	0.62
14590	-72.375	4.875	Orinoquia occidental	CASANARE	MANÍ	0.17	0.16	-2.33	55.26	55.03	57.95	0.55	0.62
14591	-72.325	4.875	Orinoquia occidental	CASANARE	MANÍ	0.21	0.17	2.33	55.92	54.71	57.47	0.55	0.62
14592	-72.275	4.875	Orinoquia occidental	CASANARE	MANÍ	0.23	0.18	2.33	56.15	54.71	56.49	0.52	0.62
14593	-72.225	4.875	Orinoquia occidental	CASANARE	MANÍ	0.2	0.19	-9.3	56.48	57.55	56.17	0.52	0.61
14594	-72.175	4.875	Orinoquia occidental	CASANARE	MANÍ	0.23	0.17	-9.3	56.37	57.55	56.98	0.54	0.6
14595	-72.125	4.875	Orinoquia occidental	CASANARE	MANÍ	0.24	0.17	-2.33	55.92	59.9	56.49	0.53	0.6
14596	-72.075	4.875	Orinoquia occidental	CASANARE	OROCUÉ	0.22	0.14	-2.33	54.6	57.06	55.84	0.53	0.6
14597	-72.025	4.875	Orinoquia occidental	CASANARE	OROCUÉ	0.24	0.16	-16.28	55.37	54.55	55.93	0.55	0.58
14598	-71.975	4.875	Orinoquia occidental	CASANARE	OROCUÉ	0.22	0.16	-16.28	55.92	53.34	56.68	0.57	0.58
14599	-71.925	4.875	Orinoquia occidental	CASANARE	OROCUÉ	0.22	0.14	-9.3	54.82	54.55	56.59	0.55	0.59
14600	-71.875	4.875	Orinoquia occidental	CASANARE	OROCUÉ	0.23	0.14	2.33	55.15	54.3	55.19	0.52	0.59
14601	-71.825	4.875	Orinoquia occidental	CASANARE	OROCUÉ	0.26	0.14	-2.33	55.26	56.37	56.05	0.53	0.59
14602	-71.775	4.875	Orinoquia occidental	CASANARE	OROCUÉ	0.24	0.12	-9.3	54.6	56.66	55.26	0.53	0.57
14603	-71.725	4.875	Orinoquia occidental	CASANARE	OROCUÉ	0.15	0.08	-16.28	52.82	55.11	53.21	0.47	0.58
14604	-71.675	4.875	Orinoquia occidental	CASANARE	OROCUÉ	0.15	0.08	2.33	52.6	57.03	57.52	0.58	0.59
14605	-71.625	4.875	Orinoquia occidental	CASANARE	OROCUÉ	0.16	0.07	9.3	52.16	58.85	54.38	0.58	0.51
14606	-71.575	4.875	Orinoquia occidental	CASANARE	OROCUÉ	0.15	0.06	5.81	51.94	59.11	55.77	0.57	0.55
14607	-71.525	4.875	Orinoquia occidental	CASANARE	OROCUÉ	0.17	0.08	5.81	53.05	59.11	55.77	0.58	0.55
14608	-71.475	4.875	Orinoquia occidental	CASANARE	OROCUÉ	0.21	0.14	2.33	55.04	59.11	58.86	0.65	0.55
14609	-71.425	4.875	Orinoquia occidental	CASANARE	OROCUÉ	0.2	0.13	2.33	54.71	59.11	59.02	0.65	0.55
14610	-71.375	4.875	Orinoquia occidental	CASANARE	OROCUÉ	0.18	0.11	2.33	54.15	54.95	56.66	0.6	0.55
14611	-71.325	4.875	Orinoquia occidental	CASANARE	OROCUÉ	0.13	0.06	2.33	52.38	56.45	56.21	0.58	0.55
14612	-71.275	4.875	Orinoquia occidental	CASANARE	OROCUÉ	0.12	0.05	-2.33	51.94	54.08	55.23	0.56	0.55
14613	-71.225	4.875	Orinoquia occidental	CASANARE	OROCUÉ	0.11	0.03	2.33	51.61	53.75	56.51	0.56	0.58
14614	-71.175	4.875	Orinoquia occidental	CASANARE	OROCUÉ	0.03	-0.01	2.33	49.83	54.82	51.31	0.53	0.5
14615	-71.125	4.875	Orinoquia occidental	CASANARE	OROCUÉ	0.06	0	9.3	49.83	54.55	52.03	0.52	0.52
14616	-71.075	4.875	Orinoquia occidental	VICHADA	SANTA ROSALÍA	0.05	0.01	12.79	50.06	56.57	53.73	0.52	0.55
14617	-71.025	4.875	Orinoquia occidental	VICHADA	SANTA ROSALÍA	0.04	0.01	2.33	50.61	54.82	54.58	0.53	0.56
14618	-70.975	4.875	Orinoquia occidental	VICHADA	SANTA ROSALÍA	0.07	0.04	5.81	51.72	54.74	54.41	0.5	0.57
14619	-70.925	4.875	Orinoquia occidental	VICHADA	SANTA ROSALÍA	0.05	0.02	5.81	51.38	57.11	52.94	0.49	0.56
14620	-70.875	4.875	Orinoquia occidental	VICHADA	SANTA ROSALÍA	0.06	0.05	9.3	52.6	56.83	55.45	0.5	0.6
14621	-70.825	4.875	Orinoquia occidental	VICHADA	SANTA ROSALÍA	0.07	0.05	9.3	52.27	54.55	57.72	0.55	0.61
14622	-70.775	4.875	Orinoquia oriental	VICHADA	SANTA ROSALÍA	0.43	0.4	12.79	63.46	66.1	67.8	0.71	0.69
14623	-70.725	4.875	Orinoquia oriental	VICHADA	SANTA ROSALÍA	0.43	0.4	23.26	63.68	68.29	68.62	0.71	0.7
14624	-70.675	4.875	Orinoquia oriental	VICHADA	SANTA ROSALÍA	0.4	0.36	12.79	62.35	65.03	67.65	0.72	0.68
14625	-70.625	4.875	Orinoquia oriental	VICHADA	SANTA ROSALÍA	0.42	0.4	23.26	64.01	70.59	70.92	0.75	0.7
14626	-70.575	4.875	Orinoquia oriental	VICHADA	SANTA ROSALÍA	0.43	0.41	23.26	64.67	67.16	71.08	0.76	0.71
14627	-70.525	4.875	Orinoquia oriental	VICHADA	SANTA ROSALÍA	0.43	0.41	23.26	64.67	67.16	70.92	0.75	0.7
14628	-70.475	4.875	Orinoquia oriental	VICHADA	SANTA ROSALÍA	0.38	0.32	16.28	61.35	65.44	65.2	0.7	0.64
