ID	Longitud	Latitud	Region_Homogenea	Departamento	Municipio	Correlacion_Pearson	Correlacion_Spearman	Hit-Skill-Score	k-2AFC-Score	k-2AFC-Categorical	k-2AFC-Continuous	ROC-above	ROC-below
29137	-70.725	1.325	Norte Amazonia	VAUPÉS	MITÚ	0.49	0.48	23.26	66.45	68.59	71.27	0.67	0.8
29138	-70.675	1.325	Norte Amazonia	VAUPÉS	MITÚ	0.48	0.44	9.3	64.45	63.64	67.37	0.65	0.74
29139	-70.625	1.325	Norte Amazonia	VAUPÉS	MITÚ	0.51	0.49	9.3	67.22	67.97	71.87	0.71	0.79
29140	-70.575	1.325	Norte Amazonia	VAUPÉS	MITÚ	0.51	0.49	23.26	66.22	68.18	71.1	0.7	0.77
29141	-70.525	1.325	Norte Amazonia	VAUPÉS	MITÚ	0.53	0.5	19.77	67.22	71.35	73.54	0.72	0.81
29142	-70.475	1.325	Norte Amazonia	VAUPÉS	MITÚ	0.54	0.54	23.26	68.11	71.63	74.31	0.66	0.93
29143	-70.425	1.325	Norte Amazonia	VAUPÉS	MITÚ	0.55	0.56	26.74	68.66	73.21	72.24	0.7	0.82
29144	-70.375	1.325	Norte Amazonia	VAUPÉS	MITÚ	0.56	0.55	26.74	69.21	75.16	75.24	0.71	0.89
29145	-70.325	1.325	Norte Amazonia	VAUPÉS	MITÚ	0.54	0.51	23.26	67.44	71.43	70.13	0.67	0.8
29146	-70.275	1.325	Norte Amazonia	VAUPÉS	MITÚ	0.49	0.43	30.23	65.23	68.91	67.53	0.65	0.74
29147	-70.225	1.325	Norte Amazonia	VAUPÉS	MITÚ	0.47	0.42	16.28	65.01	68.32	70.03	0.7	0.75
29148	-70.175	1.325	Norte Amazonia	VAUPÉS	MITÚ	0.48	0.44	23.26	65.67	73.41	71.71	0.73	0.76
29149	-70.125	1.325	Norte Amazonia	VAUPÉS	MITÚ	0.55	0.52	16.28	68.55	72.55	73.69	0.76	0.77
29150	-70.075	1.325	Norte Amazonia	VAUPÉS	MITÚ	0.58	0.52	19.77	68.33	65.85	70.59	0.72	0.74
29151	-70.025	1.325	Norte Amazonia	VAUPÉS	MITÚ	0.58	0.51	33.72	68.44	69.02	72.03	0.74	0.74
29152	-69.975	1.325	Norte Amazonia	VAUPÉS	MITÚ	0.57	0.49	23.26	67.66	67.24	73.66	0.74	0.78
29153	-69.925	1.325	Norte Amazonia	VAUPÉS	MITÚ	0.56	0.47	16.28	66.67	65.69	69.44	0.71	0.72
29154	-69.875	1.325	Norte Amazonia	VAUPÉS	MITÚ	0.53	0.45	16.28	66	68.43	68.83	0.68	0.74
29155	-69.825	1.325	Norte Amazonia	VAUPÉS	MITÚ	0.53	0.48	19.77	67.22	69.81	69.81	0.68	0.77
29156	-67.175	1.325	Norte Amazonia	GUAINÍA	LA GUADALUPE	0.35	0.39	12.79	63.34	63.07	60.06	0.56	0.67
29157	-67.125	1.325	Norte Amazonia	GUAINÍA	LA GUADALUPE	0.35	0.41	23.26	63.9	65.58	65.1	0.67	0.67
29158	-67.075	1.325	Norte Amazonia	GUAINÍA	LA GUADALUPE	0.3	0.36	12.79	62.57	59.93	66.78	0.71	0.66
29159	-67.025	1.325	Norte Amazonia	GUAINÍA	LA GUADALUPE	0.31	0.36	9.3	62.57	54.38	60.71	0.64	0.6
29160	-66.975	1.325	Norte Amazonia	GUAINÍA	LA GUADALUPE	0.31	0.36	23.26	62.57	60.96	63.15	0.69	0.6
29161	-66.925	1.325	Norte Amazonia	GUAINÍA	LA GUADALUPE	0.28	0.32	12.79	60.91	56.09	61.04	0.65	0.58
29162	-66.875	1.325	Norte Amazonia	GUAINÍA	LA GUADALUPE	0.28	0.33	16.28	61.68	56.17	61.85	0.66	0.6
29163	-66.825	1.325	Norte Amazonia	GUAINÍA	LA GUADALUPE	0.27	0.33	19.77	61.24	56.33	65.1	0.73	0.59
29164	-78.625	1.275	Patía y Mira	NARIÑO	SAN ANDRÉS DE TUMACO	0.18	0.17	16.28	55.26	55.84	54.87	0.49	0.62
29165	-78.575	1.275	Patía y Mira	NARIÑO	SAN ANDRÉS DE TUMACO	0.16	0.16	12.79	55.15	55.85	56.26	0.5	0.64
29166	-78.525	1.275	Sur Magdalena - Cauca	NARIÑO	SAN ANDRÉS DE TUMACO	0.28	0.27	2.33	59.69	52.19	59.42	0.49	0.71
29167	-78.475	1.275	Sur Magdalena - Cauca	NARIÑO	BARBACOAS	0.26	0.27	9.3	59.8	60.42	61.56	0.54	0.71
29168	-78.425	1.275	Sur Magdalena - Cauca	NARIÑO	BARBACOAS	0.29	0.29	5.81	60.8	57.98	62.38	0.55	0.72
29169	-78.375	1.275	Sur Magdalena - Cauca	NARIÑO	BARBACOAS	0.29	0.27	5.81	59.8	60.23	62.18	0.55	0.71
29170	-78.325	1.275	Sur Magdalena - Cauca	NARIÑO	BARBACOAS	0.29	0.29	-9.3	60.58	55.72	62.75	0.61	0.67
29171	-78.275	1.275	Sur Magdalena - Cauca	NARIÑO	BARBACOAS	0.28	0.28	16.28	59.14	65.2	64.07	0.58	0.72
29172	-78.225	1.275	Sur Magdalena - Cauca	NARIÑO	BARBACOAS	0.24	0.23	12.79	58.14	64.12	62.18	0.55	0.71
29173	-78.175	1.275	Sur Magdalena - Cauca	NARIÑO	BARBACOAS	0.25	0.3	5.81	59.36	57.98	59.93	0.62	0.61
29174	-78.125	1.275	Sur Magdalena - Cauca	NARIÑO	BARBACOAS	0.28	0.29	-2.33	58.8	57.79	61.36	0.65	0.62
29175	-78.075	1.275	Sur Magdalena - Cauca	NARIÑO	BARBACOAS	0.31	0.3	-9.3	58.69	61.28	58.44	0.62	0.59
29176	-78.025	1.275	Sur Magdalena - Cauca	NARIÑO	RICAURTE	0.31	0.32	9.3	59.91	62.26	63.47	0.69	0.63
29177	-77.975	1.275	Sur Magdalena - Cauca	NARIÑO	RICAURTE	0.26	0.29	12.79	59.14	66.86	62.87	0.68	0.64
29178	-77.925	1.275	Sur Magdalena - Cauca	NARIÑO	RICAURTE	0.31	0.3	16.28	59.25	67.53	65.91	0.7	0.67
29179	-77.875	1.275	Sur Magdalena - Cauca	NARIÑO	MALLAMA	0.35	0.32	9.3	60.35	66.01	65.36	0.65	0.7
29180	-77.825	1.275	Sur Magdalena - Cauca	NARIÑO	SANTACRUZ	0.4	0.32	5.81	61.02	63.33	63.9	0.6	0.71
29181	-77.775	1.275	Sur Magdalena - Cauca	NARIÑO	SANTACRUZ	0.42	0.4	9.3	64.67	64.07	68.78	0.72	0.71
29182	-77.725	1.275	Sur Magdalena - Cauca	NARIÑO	SANTACRUZ	0.38	0.36	23.26	62.46	65.99	64.61	0.65	0.68
29183	-77.675	1.275	Sur Magdalena - Cauca	NARIÑO	SANTACRUZ	0.41	0.34	26.74	62.02	65.75	66.23	0.68	0.68
29184	-77.625	1.275	Sur Magdalena - Cauca	NARIÑO	SANTACRUZ	0.4	0.33	23.26	61.46	67.48	68.46	0.7	0.71
29185	-77.575	1.275	Sur Magdalena - Cauca	NARIÑO	SAMANIEGO	0.44	0.35	12.79	62.24	61.53	65.42	0.68	0.66
29186	-77.525	1.275	Sur Magdalena - Cauca	NARIÑO	ANCUYA	0.46	0.36	16.28	63.12	61.93	65.42	0.69	0.66
29187	-77.475	1.275	Sur Magdalena - Cauca	NARIÑO	SANDONÁ	0.38	0.3	12.79	60.47	58.77	62.34	0.68	0.61
29188	-77.425	1.275	Sur Magdalena - Cauca	NARIÑO	SANDONÁ	0.38	0.3	23.26	60.47	63.41	65.37	0.73	0.63
29189	-77.375	1.275	Sur Magdalena - Cauca	NARIÑO	LA FLORIDA	0.37	0.28	16.28	59.69	63.72	62.5	0.61	0.67
29190	-77.325	1.275	Sur Magdalena - Cauca	NARIÑO	PASTO	0.34	0.29	26.74	59.8	65.45	63.58	0.65	0.65
29191	-77.275	1.275	Sur Magdalena - Cauca	NARIÑO	PASTO	0.38	0.31	12.79	60.8	61.53	64.29	0.7	0.64
29192	-77.225	1.275	Sur Magdalena - Cauca	NARIÑO	BUESACO	0.41	0.3	23.26	60.13	67.53	64.29	0.72	0.62
29193	-77.175	1.275	Sur Magdalena - Cauca	NARIÑO	BUESACO	0.4	0.27	26.74	58.8	65.58	61.2	0.72	0.55
29194	-77.125	1.275	Sur Magdalena - Cauca	NARIÑO	BUESACO	0.36	0.26	26.74	58.58	65.58	64.77	0.72	0.61
29195	-77.075	1.275	Sur Magdalena - Cauca	NARIÑO	BUESACO	0.39	0.28	30.23	60.35	67.18	64.5	0.68	0.63
29196	-77.025	1.275	Sur Magdalena - Cauca	NARIÑO	BUESACO	0.36	0.25	30.23	58.58	65.61	62.11	0.65	0.62
29197	-76.975	1.275	Norte Amazonia	PUTUMAYO	COLÓN	0.48	0.55	26.74	69.21	68.7	73.33	0.75	0.77
29198	-76.925	1.275	Norte Amazonia	PUTUMAYO	SIBUNDOY	0.51	0.57	23.26	70.43	68.08	74.43	0.74	0.79
29199	-76.875	1.275	Norte Amazonia	PUTUMAYO	SAN FRANCISCO	0.51	0.58	37.21	71.1	76.47	77.04	0.78	0.81
29200	-76.825	1.275	Norte Amazonia	PUTUMAYO	MOCOA	0.52	0.56	33.72	70.1	73.94	76.3	0.81	0.77
29201	-76.775	1.275	Norte Amazonia	PUTUMAYO	MOCOA	0.5	0.56	19.77	69.99	69.84	78.05	0.84	0.78
29202	-76.725	1.275	Norte Amazonia	PUTUMAYO	MOCOA	0.49	0.52	26.74	68.44	68.67	72.56	0.74	0.76
29203	-76.675	1.275	Norte Amazonia	PUTUMAYO	MOCOA	0.49	0.52	26.74	68.11	67.86	72.24	0.73	0.76
29204	-76.625	1.275	Norte Amazonia	PUTUMAYO	MOCOA	0.51	0.53	23.26	68.33	66.37	71.34	0.69	0.78
29205	-76.575	1.275	Norte Amazonia	PUTUMAYO	MOCOA	0.51	0.54	23.26	68.77	69.43	73.33	0.74	0.78
29206	-76.525	1.275	Norte Amazonia	CAUCA	SANTA ROSA	0.49	0.54	33.72	68.66	69.92	74.31	0.68	0.84
29207	-76.475	1.275	Norte Amazonia	CAUCA	SANTA ROSA	0.48	0.53	33.72	68.44	71.92	74.51	0.7	0.84
29208	-76.425	1.275	Norte Amazonia	CAUCA	SANTA ROSA	0.48	0.52	26.74	67.88	70.98	74.63	0.71	0.84
29209	-76.375	1.275	Norte Amazonia	CAUCA	SANTA ROSA	0.45	0.5	26.74	67.33	70.98	73.82	0.7	0.84
29210	-76.325	1.275	Norte Amazonia	CAUCA	PIAMONTE	0.44	0.47	19.77	66.89	71.51	71.75	0.7	0.79
29211	-76.275	1.275	Norte Amazonia	CAUCA	PIAMONTE	0.41	0.41	16.28	64.12	69.84	65.04	0.61	0.74
29212	-76.225	1.275	Norte Amazonia	CAQUETÁ	SAN JOSÉ DEL FRAGUA	0.41	0.39	23.26	63.9	73.05	68.89	0.66	0.77
29213	-76.175	1.275	Norte Amazonia	CAQUETÁ	SAN JOSÉ DEL FRAGUA	0.41	0.38	16.28	63.46	71.43	68.51	0.66	0.76
29214	-76.125	1.275	Norte Amazonia	CAQUETÁ	SAN JOSÉ DEL FRAGUA	0.42	0.41	23.26	64.45	74.39	70.57	0.7	0.76
29215	-76.075	1.275	Norte Amazonia	CAQUETÁ	SAN JOSÉ DEL FRAGUA	0.41	0.39	23.26	64.23	66.34	66.83	0.64	0.72
29216	-76.025	1.275	Norte Amazonia	CAQUETÁ	SAN JOSÉ DEL FRAGUA	0.39	0.36	9.3	63.01	58.77	61.69	0.55	0.7
29217	-75.975	1.275	Norte Amazonia	CAQUETÁ	SAN JOSÉ DEL FRAGUA	0.4	0.38	19.77	63.9	64.15	64.55	0.6	0.72
29218	-75.925	1.275	Norte Amazonia	CAQUETÁ	ALBANIA	0.39	0.39	23.26	64.89	62.76	62.28	0.57	0.68
29219	-75.875	1.275	Norte Amazonia	CAQUETÁ	ALBANIA	0.39	0.4	30.23	64.78	66.34	67.64	0.66	0.72
29220	-75.825	1.275	Norte Amazonia	CAQUETÁ	ALBANIA	0.36	0.38	19.77	64.67	63.98	66.5	0.6	0.76
29221	-75.775	1.275	Norte Amazonia	CAQUETÁ	BELÉN DE LOS ANDAQUÍES	0.36	0.36	26.74	64.23	64.63	66.99	0.61	0.76
29222	-75.725	1.275	Norte Amazonia	CAQUETÁ	VALPARAÍSO	0.28	0.29	12.79	61.68	61.24	63.36	0.56	0.72
29223	-75.675	1.275	Norte Amazonia	CAQUETÁ	VALPARAÍSO	0.23	0.27	16.28	61.57	58.46	66.18	0.6	0.74
29224	-75.625	1.275	Norte Amazonia	CAQUETÁ	MORELIA	0.21	0.28	16.28	61.24	58.46	65.69	0.59	0.74
29225	-75.575	1.275	Norte Amazonia	CAQUETÁ	MORELIA	0.21	0.27	19.77	61.13	61.93	64.71	0.59	0.72
29226	-75.525	1.275	Norte Amazonia	CAQUETÁ	MILÁN	0.2	0.27	26.74	61.24	62.18	64.12	0.6	0.69
29227	-75.475	1.275	Norte Amazonia	CAQUETÁ	MILÁN	0.18	0.29	23.26	60.8	64.95	65.03	0.57	0.77
29228	-75.425	1.275	Norte Amazonia	CAQUETÁ	MILÁN	0.16	0.29	19.77	60.02	65.26	67.05	0.55	0.83
29229	-75.375	1.275	Norte Amazonia	CAQUETÁ	MILÁN	0.17	0.29	26.74	60.47	68.67	67.37	0.55	0.83
29230	-75.325	1.275	Norte Amazonia	CAQUETÁ	LA MONTAÑITA	0.15	0.31	30.23	61.35	68.02	70.13	0.6	0.83
29231	-75.275	1.275	Norte Amazonia	CAQUETÁ	LA MONTAÑITA	0.14	0.3	30.23	61.35	68.02	70.13	0.6	0.82
29232	-75.225	1.275	Norte Amazonia	CAQUETÁ	LA MONTAÑITA	0.16	0.3	37.21	60.8	70.37	67.21	0.58	0.79
29233	-75.175	1.275	Norte Amazonia	CAQUETÁ	LA MONTAÑITA	0.16	0.32	12.79	62.13	60.57	66.99	0.58	0.79
29234	-75.125	1.275	Norte Amazonia	CAQUETÁ	LA MONTAÑITA	0.14	0.32	23.26	62.24	64.94	64.45	0.56	0.76
29235	-75.075	1.275	Norte Amazonia	CAQUETÁ	CARTAGENA DEL CHAIRÁ	0.15	0.31	23.26	61.24	66.67	65.2	0.56	0.76
29236	-75.025	1.275	Norte Amazonia	CAQUETÁ	CARTAGENA DEL CHAIRÁ	0.11	0.3	16.28	61.68	63.17	65.53	0.61	0.73
29237	-74.975	1.275	Norte Amazonia	CAQUETÁ	CARTAGENA DEL CHAIRÁ	0.13	0.32	16.28	61.9	61.36	64.77	0.61	0.72
29238	-74.925	1.275	Norte Amazonia	CAQUETÁ	CARTAGENA DEL CHAIRÁ	0.13	0.31	19.77	61.46	63.03	66.94	0.65	0.71
29239	-74.875	1.275	Norte Amazonia	CAQUETÁ	CARTAGENA DEL CHAIRÁ	0.11	0.31	16.28	61.9	59.33	65.91	0.62	0.72
29240	-74.825	1.275	Norte Amazonia	CAQUETÁ	CARTAGENA DEL CHAIRÁ	0.1	0.31	19.77	61.68	61.14	64.07	0.62	0.69
29241	-74.775	1.275	Norte Amazonia	CAQUETÁ	CARTAGENA DEL CHAIRÁ	0.15	0.31	9.3	61.13	60.06	64.61	0.58	0.73
29242	-74.725	1.275	Norte Amazonia	CAQUETÁ	CARTAGENA DEL CHAIRÁ	0.15	0.28	2.33	60.24	55.68	61.53	0.54	0.72
29243	-74.675	1.275	Norte Amazonia	CAQUETÁ	CARTAGENA DEL CHAIRÁ	0.16	0.3	5.81	61.24	59.42	61.04	0.55	0.69
29244	-74.625	1.275	Norte Amazonia	CAQUETÁ	CARTAGENA DEL CHAIRÁ	0.19	0.34	9.3	63.23	56.11	66.61	0.57	0.78
29245	-74.575	1.275	Norte Amazonia	CAQUETÁ	SAN VICENTE DEL CAGUÁN	0.22	0.36	5.81	64.01	54.15	66.94	0.58	0.78
29246	-74.525	1.275	Norte Amazonia	CAQUETÁ	SAN VICENTE DEL CAGUÁN	0.21	0.34	9.3	62.57	63.56	69.81	0.6	0.82
29247	-74.475	1.275	Norte Amazonia	CAQUETÁ	SAN VICENTE DEL CAGUÁN	0.29	0.37	16.28	63.68	65.83	69.64	0.64	0.77
29248	-74.425	1.275	Norte Amazonia	CAQUETÁ	SAN VICENTE DEL CAGUÁN	0.26	0.38	12.79	64.67	64.17	65.64	0.59	0.74
29249	-74.375	1.275	Norte Amazonia	CAQUETÁ	SAN VICENTE DEL CAGUÁN	0.26	0.4	12.79	65.45	64.17	66.78	0.59	0.76
29250	-74.325	1.275	Norte Amazonia	CAQUETÁ	SAN VICENTE DEL CAGUÁN	0.24	0.38	9.3	64.45	58.77	66.56	0.63	0.73
29251	-74.275	1.275	Norte Amazonia	CAQUETÁ	SAN VICENTE DEL CAGUÁN	0.21	0.36	9.3	64.45	63.74	67.8	0.65	0.73
29252	-74.225	1.275	Norte Amazonia	CAQUETÁ	SAN VICENTE DEL CAGUÁN	0.21	0.36	5.81	63.79	63.15	65.42	0.61	0.72
29253	-74.175	1.275	Norte Amazonia	CAQUETÁ	SAN VICENTE DEL CAGUÁN	0.21	0.36	9.3	64.23	61.93	67.86	0.61	0.77
29254	-74.125	1.275	Norte Amazonia	CAQUETÁ	SAN VICENTE DEL CAGUÁN	0.16	0.32	2.33	62.57	59.12	62.38	0.54	0.73
29255	-74.075	1.275	Norte Amazonia	CAQUETÁ	SAN VICENTE DEL CAGUÁN	0.16	0.3	-2.33	61.02	55.52	60.23	0.54	0.68
29256	-74.025	1.275	Norte Amazonia	CAQUETÁ	SAN VICENTE DEL CAGUÁN	0.17	0.29	9.3	60.8	60.71	62.18	0.58	0.69
29257	-73.975	1.275	Norte Amazonia	CAQUETÁ	SAN VICENTE DEL CAGUÁN	0.16	0.29	2.33	60.47	57.06	61.2	0.58	0.67
29258	-73.925	1.275	Norte Amazonia	CAQUETÁ	SAN VICENTE DEL CAGUÁN	0.14	0.26	5.81	59.25	53.33	61.69	0.56	0.71
29259	-73.875	1.275	Norte Amazonia	CAQUETÁ	SAN VICENTE DEL CAGUÁN	0.14	0.27	-2.33	59.47	50.49	60.23	0.53	0.71
29260	-73.825	1.275	Norte Amazonia	CAQUETÁ	SAN VICENTE DEL CAGUÁN	0.14	0.25	9.3	58.25	55.54	60.91	0.56	0.68
29261	-73.775	1.275	Norte Amazonia	CAQUETÁ	SAN VICENTE DEL CAGUÁN	0.14	0.22	12.79	57.59	58.6	58.44	0.51	0.68
29262	-73.725	1.275	Norte Amazonia	CAQUETÁ	SAN VICENTE DEL CAGUÁN	0.14	0.21	19.77	57.14	58.31	60.1	0.52	0.72
29263	-73.675	1.275	Norte Amazonia	CAQUETÁ	SAN VICENTE DEL CAGUÁN	0.14	0.2	16.28	56.59	58.14	62.05	0.56	0.72
29264	-73.625	1.275	Norte Amazonia	CAQUETÁ	SAN VICENTE DEL CAGUÁN	0.17	0.21	16.28	57.03	57	59.12	0.5	0.69
29265	-73.575	1.275	Norte Amazonia	CAQUETÁ	SAN VICENTE DEL CAGUÁN	0.12	0.21	5.81	57.36	58.44	62.82	0.51	0.76
29266	-73.525	1.275	Norte Amazonia	CAQUETÁ	SAN VICENTE DEL CAGUÁN	0.11	0.2	12.79	57.03	61.53	63.64	0.54	0.77
29267	-73.475	1.275	Norte Amazonia	CAQUETÁ	SAN VICENTE DEL CAGUÁN	0.04	0.2	2.33	56.48	57.89	63.74	0.55	0.76
29268	-73.425	1.275	Norte Amazonia	GUAVIARE	CALAMAR	0.06	0.23	-2.33	57.92	56.33	63.8	0.55	0.76
29269	-73.375	1.275	Norte Amazonia	GUAVIARE	CALAMAR	0.08	0.25	5.81	58.36	58.93	66.23	0.58	0.77
29270	-73.325	1.275	Norte Amazonia	GUAVIARE	CALAMAR	0.08	0.24	2.33	58.25	59.01	66.23	0.58	0.77
29271	-73.275	1.275	Norte Amazonia	GUAVIARE	CALAMAR	0.11	0.23	9.3	57.48	62.18	64.94	0.54	0.78
29272	-73.225	1.275	Norte Amazonia	GUAVIARE	CALAMAR	0.11	0.24	5.81	58.03	60.63	62.82	0.53	0.76
29273	-73.175	1.275	Norte Amazonia	GUAVIARE	CALAMAR	0.12	0.25	12.79	58.36	59.82	62.82	0.55	0.73
29274	-73.125	1.275	Norte Amazonia	GUAVIARE	CALAMAR	0.12	0.29	2.33	59.8	59.98	67.69	0.64	0.77
29275	-73.075	1.275	Norte Amazonia	GUAVIARE	CALAMAR	0.15	0.3	-2.33	60.24	59.76	67.8	0.62	0.8
29276	-73.025	1.275	Norte Amazonia	GUAVIARE	CALAMAR	0.18	0.35	9.3	62.57	64.2	69.81	0.62	0.82
29277	-72.975	1.275	Norte Amazonia	GUAVIARE	CALAMAR	0.18	0.35	12.79	62.13	63.88	68.99	0.62	0.81
29278	-72.925	1.275	Norte Amazonia	GUAVIARE	CALAMAR	0.12	0.32	9.3	61.57	61.85	67.05	0.55	0.82
29279	-72.875	1.275	Norte Amazonia	GUAVIARE	CALAMAR	0.18	0.35	19.77	63.23	63.64	68.99	0.58	0.82
29280	-72.825	1.275	Norte Amazonia	GUAVIARE	CALAMAR	0.18	0.35	16.28	63.34	62.09	69.16	0.59	0.82
29281	-72.775	1.275	Norte Amazonia	GUAVIARE	CALAMAR	0.23	0.38	12.79	63.57	63.07	69.64	0.63	0.8
29282	-72.725	1.275	Norte Amazonia	GUAVIARE	CALAMAR	0.23	0.35	19.77	62.24	64.25	70.68	0.66	0.79
29283	-72.675	1.275	Norte Amazonia	GUAVIARE	MIRAFLORES	0.24	0.35	23.26	62.79	68.99	67.69	0.61	0.78
29284	-72.625	1.275	Norte Amazonia	GUAVIARE	MIRAFLORES	0.24	0.35	23.26	62.24	65.6	67.65	0.6	0.78
29285	-72.575	1.275	Norte Amazonia	GUAVIARE	MIRAFLORES	0.21	0.32	12.79	61.79	63.31	66.88	0.65	0.72
29286	-72.525	1.275	Norte Amazonia	GUAVIARE	MIRAFLORES	0.22	0.32	12.79	61.24	61.2	64.29	0.59	0.74
29287	-72.475	1.275	Norte Amazonia	GUAVIARE	MIRAFLORES	0.23	0.33	16.28	61.68	62.87	65.8	0.62	0.73
29288	-72.425	1.275	Norte Amazonia	GUAVIARE	MIRAFLORES	0.2	0.29	16.28	59.69	64.96	65.53	0.58	0.76
29289	-72.375	1.275	Norte Amazonia	GUAVIARE	MIRAFLORES	0.22	0.34	23.26	61.13	64.74	69.22	0.63	0.8
29290	-72.325	1.275	Norte Amazonia	GUAVIARE	MIRAFLORES	0.31	0.41	19.77	64.34	66.75	73.01	0.73	0.78
29291	-72.275	1.275	Norte Amazonia	GUAVIARE	MIRAFLORES	0.33	0.44	23.26	65.01	65.2	71.06	0.67	0.79
29292	-72.225	1.275	Norte Amazonia	GUAVIARE	MIRAFLORES	0.29	0.39	23.26	62.79	65.2	70.08	0.66	0.78
29293	-72.175	1.275	Norte Amazonia	GUAVIARE	MIRAFLORES	0.27	0.35	26.74	61.02	61.36	66.88	0.61	0.75
29294	-72.125	1.275	Norte Amazonia	GUAVIARE	MIRAFLORES	0.27	0.35	26.74	61.35	64.47	65.85	0.6	0.75
29295	-72.075	1.275	Norte Amazonia	GUAVIARE	MIRAFLORES	0.29	0.36	19.77	62.46	62.58	64.61	0.57	0.75
29296	-72.025	1.275	Norte Amazonia	GUAVIARE	MIRAFLORES	0.31	0.34	26.74	60.69	64.61	66.56	0.57	0.8
29297	-71.975	1.275	Norte Amazonia	GUAVIARE	MIRAFLORES	0.32	0.33	30.23	61.13	64.9	67.92	0.59	0.82
29298	-71.925	1.275	Norte Amazonia	GUAVIARE	MIRAFLORES	0.34	0.34	26.74	61.13	60.73	63.74	0.56	0.75
29299	-71.875	1.275	Norte Amazonia	GUAVIARE	MIRAFLORES	0.38	0.37	26.74	62.9	63.96	65.26	0.56	0.79
29300	-71.825	1.275	Norte Amazonia	GUAVIARE	MIRAFLORES	0.34	0.35	12.79	61.24	58.77	63.96	0.59	0.73
29301	-71.775	1.275	Norte Amazonia	GUAVIARE	MIRAFLORES	0.34	0.35	16.28	61.68	60.23	64.29	0.6	0.72
29302	-71.725	1.275	Norte Amazonia	GUAVIARE	MIRAFLORES	0.32	0.34	19.77	61.24	62.03	66.83	0.63	0.75
29303	-71.675	1.275	Norte Amazonia	GUAVIARE	MIRAFLORES	0.31	0.35	33.72	62.24	62.58	63.64	0.57	0.72
29304	-71.625	1.275	Norte Amazonia	GUAVIARE	MIRAFLORES	0.32	0.35	26.74	62.13	62.09	64.87	0.58	0.75
29305	-71.575	1.275	Norte Amazonia	GUAVIARE	MIRAFLORES	0.32	0.36	26.74	62.57	63.84	66.78	0.59	0.79
29306	-71.525	1.275	Norte Amazonia	VAUPÉS	CARURÚ	0.34	0.37	23.26	62.79	66.06	67.05	0.62	0.76
29307	-71.475	1.275	Norte Amazonia	VAUPÉS	CARURÚ	0.32	0.39	16.28	63.34	63.58	66.83	0.6	0.79
29308	-71.425	1.275	Norte Amazonia	VAUPÉS	CARURÚ	0.31	0.37	19.77	62.68	63.8	66.23	0.6	0.78
29309	-71.375	1.275	Norte Amazonia	VAUPÉS	CARURÚ	0.31	0.36	16.28	62.35	63.39	65.58	0.58	0.8
29310	-71.325	1.275	Norte Amazonia	VAUPÉS	CARURÚ	0.29	0.34	12.79	61.68	58.52	63.96	0.58	0.75
29311	-71.275	1.275	Norte Amazonia	VAUPÉS	CARURÚ	0.29	0.36	2.33	61.9	60.05	65.03	0.57	0.79
29312	-71.225	1.275	Norte Amazonia	VAUPÉS	CARURÚ	0.3	0.37	2.33	62.24	62.75	67.16	0.59	0.83
29313	-71.175	1.275	Norte Amazonia	VAUPÉS	CARURÚ	0.32	0.35	2.33	61.57	59.77	64.33	0.59	0.76
29314	-71.125	1.275	Norte Amazonia	VAUPÉS	CARURÚ	0.32	0.36	16.28	61.9	61.81	63.36	0.55	0.75
29315	-71.075	1.275	Norte Amazonia	VAUPÉS	CARURÚ	0.33	0.37	16.28	61.79	62.44	64.55	0.54	0.79
29316	-71.025	1.275	Norte Amazonia	VAUPÉS	PAPUNAHUA	0.33	0.38	19.77	62.35	63.36	63.19	0.55	0.75
29317	-70.975	1.275	Norte Amazonia	VAUPÉS	PAPUNAHUA	0.35	0.38	9.3	62.13	63.01	64.23	0.56	0.79
29318	-70.925	1.275	Norte Amazonia	VAUPÉS	PAPUNAHUA	0.35	0.4	16.28	63.34	62.28	67.97	0.61	0.81
29319	-70.875	1.275	Norte Amazonia	VAUPÉS	MITÚ	0.36	0.4	16.28	63.23	60.47	66.72	0.62	0.76
29320	-70.825	1.275	Norte Amazonia	VAUPÉS	MITÚ	0.39	0.4	9.3	63.34	61.87	68.78	0.69	0.73
29321	-70.775	1.275	Norte Amazonia	VAUPÉS	MITÚ	0.37	0.38	5.81	62.46	63.33	67.15	0.65	0.75
29322	-70.725	1.275	Norte Amazonia	VAUPÉS	MITÚ	0.4	0.4	2.33	63.12	60.42	63.36	0.57	0.74
29323	-70.675	1.275	Norte Amazonia	VAUPÉS	MITÚ	0.47	0.44	16.28	65.01	65.42	69.81	0.68	0.77
29324	-70.625	1.275	Norte Amazonia	VAUPÉS	MITÚ	0.48	0.42	23.26	64.89	68.62	71.06	0.69	0.78
29325	-70.575	1.275	Norte Amazonia	VAUPÉS	MITÚ	0.46	0.4	5.81	63.57	60.55	63.31	0.64	0.66
29326	-70.525	1.275	Norte Amazonia	VAUPÉS	MITÚ	0.48	0.44	19.77	65.34	68.75	69.97	0.7	0.73
29327	-70.475	1.275	Norte Amazonia	VAUPÉS	MITÚ	0.52	0.5	16.28	66.89	67.94	72.56	0.67	0.84
29328	-70.425	1.275	Norte Amazonia	VAUPÉS	MITÚ	0.54	0.53	5.81	68	67.29	71.92	0.67	0.83
